                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0456,                 2.3971,                 1.1336,                      1,                0.37395,                0.91254,                0.73319,                0.76802,                 3.0319,                0.98082,             0.00053932,             0.00053932,             0.00053932
                      2,                0.82064,                 1.3926,                0.97716,                0.94576,                0.93175,                0.98404,                0.78132,                0.75342,                 1.9471,                0.95807,             0.00055297,             0.00055297,             0.00055297
