                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0403,                 2.2189,                 1.1223,                0.99383,                0.65512,                0.98262,                0.75547,                0.87673,                 2.8446,                0.99566,             0.00054244,             0.00054244,             0.00054244
                      2,                0.84338,                 1.3082,                 1.0188,                0.99009,                 0.9908,                0.99465,                0.77282,                0.79611,                 1.6018,                0.96016,             0.00055454,             0.00055454,             0.00055454
